Character,Pinyin,Frequency,Log_frequency,Frequency_per_million,CD,Log_CD,Strokes,PSY_Tone,PSY_Rhyme,Gloss
微,wēi,45633,4.659279021054443,888.5062940292078,42515,4.628542183412568,13,level,sp05,"small, prefix micro-, trifling"
吟,yín,45560,4.658583715407062,887.0849331836764,42760,4.6310376965367395,7,level|oblique,xp12|q27,"sing, hum"
手,shǒu,45442,4.657457437356335,884.7873909950092,41599,4.619082890730063,4,oblique,s25,hand
却,què,45378,4.656845350779752,883.5412664181051,42454,4.627918615571417,7,oblique,r11|r10,"still, but"
画,huà,45069,4.65387792196492,877.5248211952395,40531,4.607787318992724,8,oblique,r11|q10,"a painting, picture, drawing"
关,guān,45065,4.653839375402497,877.446938409183,41868,4.621882215495735,6,level,sp15,frontier pass
经,jīng,45032,4.653521235652145,876.8044054242167,41925,4.622473071278123,8,level|oblique,r17|xp09|q25,classic works
暮,mù,44800,4.651278013998144,872.2872038329391,42413,4.627498992510787,14,oblique,q07,"evening, dusk, sunset"
寻,xún,44326,4.646658542120287,863.0580936852423,42112,4.624405867597842,6,level,xp12,"seek, search, look for"
居,jū,44128,4.644714244495755,859.2028957754449,40533,4.607808748701694,8,level,sp06|sp04,"live, dwell, reside, sit"
照,zhào,44041,4.643857171552014,857.5089451787157,41679,4.619917290433218,13,oblique,q18,"shine, illumine, reflect"
逢,féng,43991,4.643363834437552,856.5354103530093,41747,4.620625271909246,10,level,sp01|sp03|sp02,"come upon, happen meet"
残,cán,43985,4.643304596306801,856.4185861739246,41722,4.620365118741669,9,level,sp14,"injure, spoil"
儿,ér,43970,4.643156465619706,856.1265257262127,37685,4.5761685196078075,2,level|oblique,r03|sp04|sp08,"son, child"
梅,méi,43628,4.639765304463499,849.4675475183809,39328,4.594701861206359,11,level,sp10,plums
若,ruò,43617,4.639655791269018,849.2533698567254,38628,4.586902222733238,8,oblique,r10|s21,"if, supposing, assuming"
苍,cāng,43512,4.638609045807114,847.208946722742,37384,4.572685768016257,7,level|oblique,xp07|s22,blue
数,shù,43450,4.637989780784685,846.0017635388662,40679,4.609370268247266,13,oblique,r03|s07|r02|q07,number
兮,xī,42876,4.632214262250065,834.8255837397564,7384,3.8682916880178557,4,level,sp08,exclamatory particle
尚,shàng,42672,4.6301429983458,830.8535616508744,40233,4.6045824172311995,8,oblique,q23,"still, yet"
怜,lián,42623,4.629644014068779,829.8994975216821,40641,4.608964385524357,8,level,xp01,"pity, sympathize"
才,cái,42555,4.628950594851533,828.5754901587214,39675,4.598516935426885,3,level,sp10|xp15,"talent, ability"
久,jiǔ,42459,4.627969761389185,826.7063032933651,40137,4.603544908457001,3,oblique,s25,long time (ago)
木,mù,42371,4.627068713926809,824.9928820001219,39453,4.596080032486095,4,oblique,r01,tree
临,lín,42077,4.624044767982873,819.2684972249682,40073,4.60285185640014,9,level|oblique,xp12|q27,"draw near, approach"
听,tīng,41885,4.622058519778418,815.5301234942556,39571,4.597377025474375,7,level|oblique,s12|xp09|sp12|q25,hear
曲,qū,41721,4.620354709372832,812.3369292659386,38192,4.581972401662679,6,oblique,r01|r02,"crooked, bent"
窗,chuāng,41680,4.619927710291468,811.5386307088594,39594,4.597629378745766,12,level,sp03,window
兴,xīng,41586,4.6189471492307375,809.7083852365313,39242,4.5937511334385235,6,level|oblique,xp10|q25,"thrive, prosper, flourish"
终,zhōng,41584,4.618926262156937,809.669443843503,38532,4.585821551614127,8,level,sp01,end
堪,kān,41294,4.615886953443552,804.022941854406,39054,4.591665521925526,12,level,xp13,"adequately capable of, worthy of"
二,èr,41240,4.615318656611479,802.971524242643,37515,4.574204950786184,2,oblique,q04,two
汉,hàn,41183,4.614717979872831,801.8616945413377,37841,4.577962604705005,5,level|oblique,sp14|q15,Chinese people
鱼,yú,40847,4.61116016536563,795.3195405125906,37325,4.571999816397062,8,level,sp06,fish
宫,gōng,40741,4.6100316846826015,793.255646682093,36343,4.5604207740911615,9,level,sp01,palace
疏,shū,40556,4.608055114382653,789.6535678269793,37754,4.576962971485688,12,level|oblique,sp06|q06,neglect
近,jìn,40539,4.607873031484805,789.3225659862392,38744,4.588204456038483,7,oblique,s12|q13|q04,"near, close"
泉,quán,40488,4.607326324300731,788.3295604640186,37111,4.569502657087413,9,level,xp01,"spring, fountain"
足,zú,40388,4.606252347587676,786.3824908126059,36504,4.562340455764604,7,oblique,r02|q07,foot
官,guān,40353,4.605875827410351,785.7010164346113,36210,4.558828524817011,8,level,sp14,"official, public servant"
且,qiě,40146,4.603642280263075,781.6705822561868,37129,4.569713252476083,5,level|oblique,sp06|r17|s21,"moreover, also (post-subject)"
绝,jué,40096,4.603101049314056,780.6970474304804,37307,4.571790327147791,9,oblique,r09,"to cut, sever, break off, terminate"
星,xīng,40047,4.602569987779924,779.7429833012881,36411,4.561232606660338,9,level,xp09,"a star, planet"
凉,liáng,39924,4.601234046916447,777.3480876300505,37729,4.576675294460542,10,level,xp07,"cool, cold"
太,tài,39891,4.600874923475503,776.7055546450841,36142,4.558012181565551,4,oblique,q09,"very, too, much"
乡,xiāng,39877,4.600722478314308,776.4329648938864,37321,4.571953271962551,3,level|oblique,xp07|q23,country
忽,hū,39855,4.600482813465959,776.0046095705756,36269,4.55953558148424,8,oblique,r06,"suddenly, abruptly"
苦,kǔ,39788,4.599752109269688,774.7000729041289,36439,4.561566450067122,8,oblique,s07|q07,bitter
者,zhě,39770,4.59955559098598,774.3496003668746,32154,4.507235007427255,8,oblique,r17|s21,that which
峰,fēng,39623,4.597947354446381,771.4874079792978,35561,4.550973965132132,10,level,sp02,"peak, summit"
萧,xiāo,39516,4.5967729767595324,769.4040434522861,29592,4.471174318307337,11,level,xp02,common artemisia
庭,tíng,39176,4.593020091010161,762.7840066374825,37270,4.5713593927538385,9,level|oblique,xp09|q25,courtyard
闲,xián,39040,4.591509808994654,760.1359919115612,35230,4.546912643181242,7,level,sp15,"fence, guard"
于,yú,39013,4.591209347731689,759.6102831056797,31184,4.493931821773546,3,level|oblique,sp06|sp07|r17,"in, on, at"
依,yī,38863,4.589536322593069,756.6896786285604,33269,4.522039747036275,8,level,sp05,"rely on, be set in"
车,chē,38775,4.5885518064856425,754.9762573353172,35790,4.553761698390003,4,level,sp06|xp06,"cart, vehicle"
转,zhuǎn,38753,4.588305328339467,754.5479020120064,36196,4.558660579541138,8,oblique,s16|q17,"shift, move, turn"
鸣,míng,38718,4.587912915490768,753.8664276340119,36146,4.558060244257267,8,level,xp08,cry of bird or animal
喜,xǐ,38631,4.586935950414061,752.1724770372828,36528,4.5626258941461595,12,oblique,s04,"like, love, enjoy"
紫,zǐ,37984,4.579600697274497,739.5749363926418,35590,4.5513279880038455,12,oblique,s04,"purple, violet"
士,shì,37837,4.5779166949841015,736.712744005065,34253,4.534698614555114,3,oblique,s04,"scholar, gentleman"
常,cháng,37457,4.573532990988511,729.3138793296964,34118,4.532983564862962,11,level,xp07,"common, normal, frequent, regular"
首,shǒu,37381,4.572650915252359,727.8341063946226,35502,4.550252819660655,9,oblique,s25|q26,head
动,dòng,37358,4.572383617766465,727.3862803747977,35363,4.548549101029368,6,oblique,s01,"move, happen"
亭,tíng,37329,4.572046355843824,726.8216301758879,32255,4.508597046230068,9,level,xp09,pavilion
连,lián,37160,4.570075705321604,723.5310824650004,35120,4.545554507234065,7,level,xp01,"join, connect"
灵,líng,37134,4.569771733076458,723.024844355633,33103,4.5198673540296825,7,level,xp09,"spirit, soul"
忆,yì,37080,4.569139725472459,721.97342674387,35371,4.548647338252487,4,oblique,r13,"remember, reflect upon"
登,dēng,37064,4.568952287195098,721.661895599644,34967,4.543658373535019,12,level,xp10,"rise, mount, board, climb"
鹤,hè,37042,4.56869442740284,721.2335402763332,34982,4.543844635449511,15,oblique,r10,crane
燕,yàn,37009,4.568307350419368,720.591007291367,34251,4.5346732557741944,16,level|oblique,xp01|q17,swallow (bird)
期,qī,36998,4.568178248055102,720.3768296297116,34929,4.54318615217934,12,level,sp04,period of time
夕,xī,36890,4.566908655226803,718.2739944061857,34890,4.54270096944811,3,oblique,r11,"evening, night, dusk"
丹,dān,36538,4.562744771458347,711.4203092332126,33813,4.5290837045027095,4,level,sp14,cinnabar (native HgS)
遥,yáo,36486,4.562126253796314,710.407833014478,33842,4.5294560211310895,13,level,xp02,"far away, distant, remote"
虚,xū,36375,4.560803001993963,708.2465857014097,33848,4.529533012323237,11,level,sp06,false
园,yuán,36350,4.560504415195056,707.7598182885565,34069,4.532359386257763,7,level,sp13,garden
容,róng,36285,4.559727127417561,706.4942230151382,34116,4.532958105738066,10,level,sp02,"looks, appearance"
节,jié,36083,4.557302638328947,702.5611423192844,33798,4.5288910016189945,5,oblique,r09,"knot, node, joint"
往,wǎng,36027,4.5566280995444295,701.4707833144931,31128,4.493151217795686,8,oblique,s22,"go, depart"
使,shǐ,35983,4.5560973688242,700.6140726678715,32752,4.51523782531843,8,oblique,s04|q04,"cause, send on a mission, order"
爱,ài,35926,4.555408865558873,699.5042429665663,32702,4.5145743142016475,10,oblique,q11,"love, be fond of, like"
垂,chuí,35721,4.552923608346488,695.51275018117,32784,4.51566194105712,8,level,sp04,let down
和,hé,35721,4.552923608346488,695.51275018117,33080,4.519565500880509,8,level|oblique,xp05|q21,"harmony, peace"
晴,qíng,35552,4.550864037260773,692.2222024702824,33878,4.529917763683402,12,level,xp08,"clear weather, fine weather"
休,xiū,35493,4.5501427090794015,691.0734313759488,32747,4.51517151980495,6,level,xp11,"rest, stop"
载,zài,35430,4.549371152333177,689.8467774955586,32984,4.518303321793302,10,oblique,q11|s10,load
至,zhì,35366,4.548585942592136,688.6006529186545,31793,4.502331510046684,6,oblique,q04,"reach, arrive"
胜,shèng,35354,4.54843855758555,688.3670045604849,33610,4.526468512469477,9,level|oblique,xp10|q25,victory
倚,yǐ,35118,4.545529774497824,683.7719201831508,33789,4.528775338832948,10,oblique,s04|q04,"rely on, depend on"
识,shí,34944,4.5433726166886235,680.3840189896924,32805,4.515940042093318,7,oblique,q04|r13,"recognize, understand, know"
穷,qióng,34828,4.541928535787472,678.1254181940535,32204,4.507909817970281,7,level,sp01,"poor, destitute, impoverished"
横,héng,34811,4.541716499246482,677.7944163533134,32856,4.516614689845595,15,level|oblique,q24|xp08,across
閒,xián,34795,4.541516840831033,677.4828852090873,31902,4.503817910697822,12,level,sp15,leisure
学,xué,34679,4.5400665657146835,675.2242844134485,31130,4.493179120682514,8,oblique,r03,"learning, knowledge"
昔,xī,34529,4.538184000858267,672.3036799363293,32126,4.506856655023323,8,oblique,r11|r10,formerly
晓,xiǎo,34433,4.5369748625735875,670.434493070973,33095,4.519762385424222,10,oblique,s17,"dawn, daybreak"
州,zhōu,34223,4.534318077278092,666.345646803006,31019,4.491627792785056,6,level,xp11,"administrative division, state"
度,dù,34180,4.533772058384717,665.5084068528986,32399,4.510531605849077,9,oblique,q07|r10,"degree, system"
泪,lèi,34168,4.533619558418767,665.274758494729,32145,4.507113430097509,8,oblique,q04,tears
送,sòng,33996,4.531427820568062,661.925798694299,32460,4.511348515490212,9,oblique,q01,"see off, send off"
池,chí,33949,4.530826986248976,661.0106759581349,31722,4.501360560788754,6,level,sp04,"pool, pond"
田,tián,33856,4.529635646019073,659.199901182321,30080,4.478277831919605,5,level,xp01,"field, arable land, cultivated"
说,shuō,33722,4.527913324054898,656.5908278494279,31078,4.492453062351789,9,oblique,q08|r09,"speak, say, talk"
沙,shā,33637,4.526817255213138,654.935818645727,31629,4.500085461237655,7,level,xp06,"sand, gravel, pebbles"
桃,táo,33633,4.5267656072889615,654.8579358596704,31240,4.4947110252052624,10,level,xp04,peach
忘,wàng,33522,4.525329921743808,652.6966885466022,31552,4.499026893261117,7,level|oblique,xp07|q23,forget
凤,fèng,33177,4.520837112780868,645.979298249228,30834,4.489029868068816,4,oblique,q01,male phoenix
寄,jì,32969,4.518105774529618,641.9293933742894,31581,4.499425877654731,11,oblique,q04,"send, transmit, mail"
群,qún,32951,4.517868599139189,641.5789208370352,30940,4.490520309363348,13,level,sp12,"group, crowd, multitude, mob"
悲,bēi,32422,4.51083980144936,631.2789223810614,29899,4.475656663182472,12,level,sp04,"sorrow, grief"
病,bìng,32383,4.510317079843343,630.5195652170103,29928,4.476077695190148,10,oblique,q24,"illness, sickness, disease"
隐,yǐn,32363,4.5100487732324535,630.1301512867278,28693,4.457775958330759,11,oblique,s12|q13,"hide, conceal"
散,sàn,32343,4.509780300759586,629.7407373564453,30967,4.4908991341086875,12,oblique,s14|q15,"scatter, disperse, break up"
元,yuán,32300,4.509202522331102,628.9034974063377,29483,4.469571672441998,4,level,sp13,first
雁,yàn,32264,4.508718208999562,628.2025523318291,30886,4.489761667109724,12,oblique,q16,wild goose
早,zǎo,32264,4.508718208999562,628.2025523318291,30853,4.489297399166685,6,oblique,s19,early
恨,hèn,32140,4.507045872427325,625.7881859640772,30252,4.48075409172407,9,oblique,q14,"hatred, dislike"
信,xìn,32108,4.506613254304734,625.1651236756251,30367,4.482401889455293,9,oblique,q12,"trust, believe"
六,liù,32104,4.506559146725782,625.0872408895685,29163,4.464832197849968,4,oblique,r01,number six
斜,xié,32079,4.506220821543205,624.6004734767154,30489,4.484143180298343,11,level,xp06,"slanting, sloping, inclined"
亲,qīn,32031,4.50557049744317,623.6658800440372,29113,4.4640869603791895,9,level|oblique,q12|sp11,"relatives, parents"
合,hé,32021,4.505434890597035,623.471173078896,30131,4.479013545456133,6,oblique,r15,"combine, unite, join"
尔,ěr,31875,4.503450193442011,620.6284513878333,26776,4.42774569934972,5,oblique,s04,you
通,tōng,31856,4.503191242683334,620.2585081540649,29775,4.473851770154814,10,level,sp01,pass through
都,dōu,31773,4.502058222757106,618.6424403433923,29914,4.475874489319437,10,level|oblique,sp07|r17,"metropolis, capital"
女,nǚ,31686,4.500867417872138,616.9484897466631,27683,4.442213152722818,3,oblique,q06|s06,"woman, girl"
便,biàn,31684,4.500840004617787,616.9095483536348,29404,4.468406414077563,9,level|oblique,xp01|q17,"convenience, ease"
觉,jué,31658,4.500483474758811,616.4033102442676,30193,4.479906267005072,9,oblique,r03|q19,to wake up from sleep
解,jiě,31648,4.500346269917085,616.2086032791262,29933,4.476150245679268,13,oblique,s09|q10,"loosen, unfasten, untie"
灯,dēng,31645,4.500305100010565,616.1501911895838,29799,4.474201690191393,6,level,xp10,"lantern, lamp"
功,gōng,31595,4.499618359700007,615.1766563638773,29128,4.464310665925887,5,level,sp01,"achievement, merit, good result"
夫,fū,31570,4.499274581892217,614.6898889510242,27345,4.436877927710658,4,level,sp07,"man, male adult, husband"
荒,huāng,31565,4.499205793663372,614.5925354684537,29556,4.4706456578867275,9,level,xp07,"wasteland, desert"
静,jìng,31535,4.498792835329338,614.0084145730298,29953,4.47644032649819,14,oblique,s23,"quiet, still, motionless"
易,yì,31497,4.498269190440657,613.2685281054928,29447,4.469041056345157,8,oblique,r11|q04,change
遗,yí,31496,4.498255401782172,613.2490574089787,29473,4.469424344100161,12,level|oblique,sp04|q04,lose
火,huǒ,31494,4.498227823151783,613.2101160159505,29160,4.464787519645936,4,oblique,s20,"fire, flame"
定,dìng,31402,4.496957309261205,611.4188119366507,29759,4.473618333400094,8,oblique,q25,"decide, settle, fix"
珠,zhū,31195,4.494084989966382,607.3883777582262,28808,4.459513108363229,10,level,sp07,"precious stone, gem, jewel, pearl"
用,yòng,31069,4.492327275093693,604.935069997446,27810,4.444200988864159,5,oblique,q02,"use, employ, apply, operate"
许,xǔ,30867,4.489494421942152,601.0019893015922,29509,4.469954492392521,6,oblique,s06,"allow, permit"
隔,gé,30769,4.4881133818002965,599.0938610432077,29796,4.474157965602188,12,oblique,r11,"separate, partition"
待,dài,30716,4.48736465891693,598.0619141279587,29517,4.4700722152901085,9,oblique,s10,"treat, entertain, receive"
丝,sī,30688,4.486968585490569,597.5167346255632,27504,4.4393958593429765,5,level,sp04,silk
冷,lěng,30608,4.48583495268322,595.959078904433,29042,4.463026521086427,7,oblique,s23,"cold, cool"
死,sǐ,30512,4.48447067570193,594.0898920390766,25357,4.404097870640488,6,oblique,s04,die
惟,wéi,30364,4.4823589827537145,591.2082289549857,27457,4.438653083715711,11,level,sp04,"but, however, nevertheless"
会,huì,30329,4.481858091100589,590.5267545769913,28461,4.454250155300344,6,oblique,q09,"assemble, meet together"
乱,luàn,30282,4.481184555117329,589.6116318408273,28863,4.460341469367765,7,oblique,q15,"confusion, state of chaos, revolt"
面,miàn,30232,4.480466878908958,588.6380970151208,27343,4.43684616246182,9,oblique,q17,face
但,dàn,30000,4.477121254719662,584.1208954238431,28300,4.45178643552429,7,oblique,s14|q15,only
令,lìng,29925,4.4760341590784485,582.6605931852835,27569,4.440421013390565,5,level|oblique,q24|xp08,"command, order"
兰,lán,29849,4.474929785992802,581.1808202502096,27996,4.4470959848413765,5,level,sp14,orchid
斗,dòu,29775,4.473851770154814,579.7399887081643,28088,4.448520816457295,4,oblique,s25|q26,a dipper
因,yīn,29687,4.472566312473966,578.0265674149209,28194,4.450156695406595,6,level|oblique,r17|sp11,"cause, reason"
寂,jì,29638,4.47184889369765,577.0725032857288,24917,4.396495752197566,11,oblique,r12,"still, silent, quiet"
贤,xián,29554,4.470616268985894,575.4369647785419,27181,4.434265430560304,8,level,xp01,"virtuous, worthy, good"
杯,bēi,29397,4.468303012387535,572.3800654258239,28098,4.448675408165723,8,level,sp10,"cup, glass"
